Sale_ID,Book_ID,Customer_ID,Quantity,Date
S00734,B011,C088,5,2024-11-01
S00735,B081,C032,2,2025-03-23
S00736,B029,C047,5,2025-05-28
S00737,B100,C078,5,2025-11-07
S00738,B084,C187,1,2025-05-29
S00739,B034,C031,5,2025-02-15
S00740,B085,C095,3,2024-03-17
S00741,B095,C180,2,2025-03-03
S00742,B093,C114,1,2024-04-19
S00743,B053,C172,4,2024-11-23
S00744,B046,C002,1,2024-06-07
S00745,B054,C032,5,2024-03-31
S00746,B015,C073,2,2024-12-27
S00747,B010,C170,2,2025-08-09
S00748,B010,C166,5,2024-08-19
S00749,B005,C149,2,2024-11-23
S00750,B001,C165,5,2025-04-24
S00751,B089,C049,3,2025-10-12
S00752,B070,C153,2,2024-10-17
S00753,B031,C188,1,2024-02-20
S00754,B022,C187,4,2025-08-05
S00755,B028,C162,3,2025-03-15
S00756,B082,C182,3,2024-08-27
S00757,B038,C167,2,2024-08-08
S00758,B030,C109,5,2025-02-11
S00759,B060,C154,4,2024-10-29
S00760,B088,C126,5,2025-11-29
S00761,B049,C192,3,2025-02-25
S00762,B069,C042,5,2025-04-04
S00763,B044,C114,3,2024-11-08
S00764,B085,C083,2,2024-07-02
S00765,B020,C089,3,2024-02-23
S00766,B081,C001,1,2024-02-26
S00767,B039,C011,2,2025-07-30
S00768,B008,C054,2,2025-03-09
S00769,B083,C196,2,2024-01-26
S00770,B081,C039,1,2025-10-13
S00771,B068,C102,4,2025-07-29
S00772,B055,C131,3,2024-12-26
S00773,B009,C064,2,2025-11-25
S00774,B055,C059,5,2025-05-16
S00775,B089,C063,5,2025-09-01
S00776,B091,C038,4,2024-10-16
S00777,B042,C001,5,2025-09-04
S00778,B099,C038,3,2024-09-13
S00779,B026,C002,2,2025-10-29
S00780,B029,C092,1,2025-05-07
S00781,B083,C061,5,2024-04-11
S00782,B008,C200,2,2025-08-20
S00783,B089,C166,2,2025-12-05
S00784,B015,C148,3,2025-11-08
S00785,B066,C142,5,2024-04-28
S00786,B074,C009,4,2024-09-19
S00787,B056,C198,4,2025-11-28
S00788,B007,C104,4,2025-09-16
S00789,B042,C151,2,2025-03-08
S00790,B054,C170,2,2025-08-12
S00791,B065,C125,5,2024-01-09
S00792,B033,C181,5,2025-06-11
S00793,B003,C010,1,2025-02-26
S00794,B080,C096,5,2024-12-01
S00795,B087,C014,5,2024-01-20
S00796,B068,C112,4,2025-03-01
S00797,B026,C021,1,2025-11-01
S00798,B051,C172,1,2025-06-18
S00799,B097,C064,2,2025-11-30
S00800,B059,C090,1,2024-02-29
S00801,B081,C162,4,2025-09-12
S00802,B099,C180,5,2025-05-16
S00803,B048,C098,4,2025-10-31
S00804,B059,C086,2,2025-10-25
S00805,B030,C167,3,2024-08-05
S00806,B055,C095,3,2024-04-16
S00807,B021,C189,3,2025-02-11
S00808,B057,C109,3,2024-12-05
S00809,B069,C046,3,2025-08-22
S00810,B062,C156,3,2024-07-20
S00811,B065,C100,2,2025-05-25
S00812,B067,C076,2,2025-04-13
S00813,B005,C167,3,2025-06-09
S00814,B063,C168,3,2024-11-26
S00815,B018,C188,2,2024-12-08
S00816,B011,C172,1,2025-09-12
S00817,B037,C174,2,2024-06-17
S00818,B008,C035,5,2025-03-29
S00819,B077,C047,3,2025-05-09
S00820,B012,C110,1,2024-09-21
S00821,B026,C052,2,2024-04-11
S00822,B006,C021,1,2025-05-03
S00823,B063,C170,2,2025-11-06
S00824,B006,C142,4,2025-10-09
S00825,B061,C115,3,2025-10-23
S00826,B054,C116,2,2025-11-09
S00827,B055,C135,2,2024-09-26
S00828,B024,C059,2,2025-11-27
S00829,B015,C090,5,2024-07-09
S00830,B084,C132,4,2025-01-26
S00831,B016,C071,5,2024-05-11
S00832,B031,C159,5,2025-12-20
S00833,B001,C157,5,2025-06-29
S00834,B029,C146,1,2025-06-05
S00835,B068,C064,2,2024-03-11
S00836,B068,C092,1,2025-10-23
S00837,B049,C103,3,2025-05-02
S00838,B014,C030,3,2025-01-27
S00839,B076,C159,2,2025-10-16
S00840,B062,C156,4,2024-09-22
S00841,B019,C021,3,2025-04-09
S00842,B008,C014,5,2024-01-28
S00843,B044,C107,2,2025-07-09
S00844,B074,C147,3,2024-07-08
S00845,B070,C134,1,2024-11-16
S00846,B037,C025,4,2025-08-12
S00847,B072,C145,1,2024-02-18
S00848,B042,C033,4,2025-09-28
S00849,B021,C165,1,2024-07-27
S00850,B099,C004,5,2025-08-06
S00851,B023,C025,5,2024-12-31
S00852,B077,C069,5,2024-10-23
S00853,B095,C117,3,2025-01-24
S00854,B014,C163,3,2025-08-30
S00855,B082,C130,5,2024-05-27
S00856,B079,C070,1,2024-01-10
S00857,B081,C040,2,2025-02-20
S00858,B029,C100,5,2024-06-15
S00859,B065,C095,2,2024-08-19
S00860,B072,C106,3,2024-09-05
S00861,B079,C061,5,2024-12-15
S00862,B057,C171,4,2025-03-29
S00863,B084,C171,3,2024-11-04
S00864,B071,C008,1,2025-11-23
S00865,B003,C161,5,2025-02-09
S00866,B025,C103,2,2024-04-25
S00867,B037,C121,4,2025-02-01
S00868,B097,C016,4,2024-01-04
S00869,B081,C090,4,2025-02-23
S00870,B047,C010,4,2024-10-13
S00871,B074,C086,3,2024-06-28
S00872,B050,C033,1,2024-12-02
S00873,B078,C140,3,2025-04-24
S00874,B026,C111,4,2025-12-03
S00875,B094,C083,1,2025-09-11
S00876,B026,C160,2,2025-04-29
S00877,B016,C180,2,2024-10-07
S00878,B035,C154,1,2024-04-30
S00879,B053,C162,5,2025-09-05
S00880,B060,C029,2,2025-10-04
S00881,B026,C110,5,2024-12-26
S00882,B086,C030,5,2024-06-18
S00883,B049,C059,1,2024-09-30
S00884,B094,C052,1,2025-10-06
S00885,B024,C116,1,2025-01-13
S00886,B047,C082,5,2025-01-02
S00887,B002,C018,4,2024-12-03
S00888,B061,C172,5,2025-12-28
S00889,B063,C009,5,2024-07-04
S00890,B032,C035,1,2025-06-09
S00891,B057,C069,4,2025-05-16
S00892,B010,C059,5,2025-03-24
S00893,B033,C014,2,2025-02-26
S00894,B076,C139,1,2024-04-01
S00895,B099,C029,2,2024-02-06
S00896,B015,C138,4,2024-01-28
S00897,B014,C050,3,2025-04-22
S00898,B054,C174,3,2024-08-03
S00899,B002,C118,4,2024-03-05
S00900,B087,C160,3,2024-12-12
S00901,B047,C184,1,2024-02-13
S00902,B035,C167,1,2024-05-01
S00903,B021,C110,1,2024-03-08
S00904,B054,C133,4,2024-05-30
S00905,B028,C036,5,2025-09-15
S00906,B025,C139,4,2024-04-23
S00907,B038,C087,5,2025-09-23
S00908,B057,C088,4,2024-10-16
S00909,B094,C168,4,2025-12-29
S00910,B054,C151,3,2025-04-26
S00911,B087,C077,2,2025-02-23
S00912,B071,C013,3,2024-04-23
S00913,B070,C106,2,2024-02-13
S00914,B055,C074,1,2025-04-09
S00915,B026,C073,5,2024-05-02
S00916,B054,C054,5,2025-06-09
S00917,B001,C132,5,2024-04-23
S00918,B005,C013,3,2024-12-01
S00919,B067,C148,3,2025-08-21
S00920,B004,C159,2,2025-02-08
S00921,B009,C052,3,2025-01-10
S00922,B078,C022,5,2025-10-19
S00923,B018,C152,2,2024-06-12
S00924,B093,C189,4,2025-10-31
S00925,B057,C163,4,2025-01-10
S00926,B015,C009,3,2025-09-29
S00927,B003,C040,1,2025-08-19
S00928,B010,C119,4,2025-12-10
S00929,B014,C014,5,2024-12-09
S00930,B080,C041,4,2024-11-17
S00931,B029,C099,4,2024-01-09
S00932,B022,C063,1,2024-11-13
S00933,B028,C135,1,2025-05-27
S00934,B004,C051,5,2025-05-27
S00935,B047,C084,1,2024-05-23
S00936,B025,C112,2,2024-02-25
S00937,B019,C194,2,2025-05-12
S00938,B082,C181,5,2024-01-30
S00939,B014,C146,2,2025-09-06
S00940,B013,C105,3,2024-05-09
S00941,B054,C080,2,2025-05-24
S00942,B072,C153,3,2024-12-19
S00943,B025,C078,1,2024-09-13
S00944,B034,C103,2,2024-11-11
S00945,B017,C004,5,2024-01-20
S00946,B070,C009,1,2025-03-18
S00947,B017,C069,3,2025-08-01
S00948,B019,C047,4,2024-12-28
S00949,B036,C102,1,2024-10-08
S00950,B040,C054,3,2024-03-04
S00951,B004,C021,2,2025-07-19
S00952,B091,C077,2,2024-08-11
S00953,B029,C099,2,2024-06-18
S00954,B068,C139,4,2025-03-20
S00955,B051,C096,3,2025-02-20
S00956,B096,C049,5,2024-02-05
S00957,B046,C117,5,2025-07-01
S00958,B003,C014,2,2025-01-14
S00959,B001,C183,5,2024-08-05
S00960,B042,C144,3,2024-04-16
S00961,B072,C174,5,2025-11-16
S00962,B005,C161,3,2025-11-16
S00963,B004,C022,2,2024-01-30
S00964,B031,C024,3,2025-01-18
S00965,B018,C078,5,2024-09-22
S00966,B064,C174,2,2024-03-05
S00967,B007,C077,4,2025-02-12
S00968,B087,C168,4,2025-07-19
S00969,B068,C186,5,2025-06-05
S00970,B093,C131,4,2025-11-29
S00971,B071,C091,1,2024-09-26
S00972,B054,C087,3,2024-08-14
S00973,B096,C157,4,2025-12-18
S00974,B096,C194,4,2024-05-18
S00975,B009,C143,4,2024-08-20
S00976,B053,C181,1,2025-11-11
S00977,B086,C107,1,2025-09-15
S00978,B028,C133,5,2025-07-29
S00979,B022,C119,2,2025-03-30
S00980,B082,C081,2,2024-03-10
S00981,B035,C074,5,2025-12-17
S00982,B047,C169,1,2024-05-09
S00983,B071,C166,3,2024-06-23
S00984,B063,C166,4,2025-02-17
S00985,B092,C085,1,2025-07-01
S00986,B010,C127,1,2024-04-27
S00987,B086,C066,1,2024-09-12
S00988,B041,C148,1,2025-09-20
S00989,B032,C135,5,2024-09-03
S00990,B092,C171,1,2025-06-10
S00991,B018,C014,5,2024-07-30
S00992,B052,C155,5,2024-03-22
S00993,B086,C117,4,2024-08-08
S00994,B051,C092,2,2025-01-07
S00995,B051,C109,3,2025-01-27
S00996,B056,C146,5,2025-05-03
S00997,B038,C198,4,2024-05-11
S00998,B062,C069,4,2025-04-07
S00999,B009,C015,3,2025-02-15
S01000,B074,C097,2,2024-07-30
S01001,B024,C192,2,2025-09-24
S01002,B005,C046,4,2024-03-15
S01003,B024,C060,2,2025-12-18
S01004,B081,C158,1,2024-12-26
S01005,B046,C075,4,2025-03-15
S01006,B065,C065,5,2025-04-17
S01007,B095,C148,4,2024-05-19
S01008,B097,C161,2,2025-10-20
S01009,B055,C083,2,2025-08-01
S01010,B081,C108,5,2024-04-24
S01011,B036,C019,5,2025-03-12
S01012,B005,C181,4,2024-09-04
S01013,B024,C097,2,2025-01-02
S01014,B030,C125,4,2024-09-09
S01015,B070,C122,2,2024-05-26
S01016,B085,C015,1,2024-03-20
S01017,B047,C109,3,2025-01-21
S01018,B047,C082,4,2024-02-19
S01019,B002,C142,1,2024-06-12
S01020,B068,C189,2,2025-01-29
S01021,B056,C079,1,2025-09-03
S01022,B065,C117,5,2025-02-16
S01023,B081,C200,4,2025-03-27
S01024,B078,C113,5,2024-06-16
S01025,B040,C160,1,2024-01-20
S01026,B036,C085,2,2025-08-17
S01027,B100,C190,2,2025-10-02
S01028,B083,C055,4,2024-04-28
S01029,B092,C196,3,2024-06-04
S01030,B090,C087,3,2024-12-31
S01031,B058,C076,1,2025-02-15
S01032,B005,C012,2,2024-03-25
S01033,B030,C122,2,2025-08-23
S01034,B055,C084,4,2024-12-09
S01035,B091,C050,5,2024-08-03
S01036,B016,C046,4,2024-06-24
S01037,B088,C197,2,2025-04-18
S01038,B081,C050,3,2024-04-19
S01039,B007,C129,1,2024-03-31
S01040,B032,C117,3,2024-04-25
S01041,B051,C151,3,2024-04-14
S01042,B016,C199,4,2024-11-30
S01043,B098,C154,2,2024-06-18
S01044,B081,C150,5,2024-02-27
S01045,B027,C127,1,2024-01-12
S01046,B011,C071,2,2024-01-07
S01047,B039,C024,2,2024-10-15
S01048,B086,C106,1,2025-07-09
S01049,B097,C096,5,2024-08-24
S01050,B060,C133,3,2024-04-29
S01051,B010,C053,2,2025-06-22
S01052,B047,C011,1,2025-05-16
S01053,B027,C008,2,2024-12-16
S01054,B092,C184,5,2024-12-11
S01055,B002,C019,4,2024-04-02
S01056,B006,C012,2,2024-06-08
S01057,B065,C080,5,2024-09-25
S01058,B093,C024,1,2025-07-05
S01059,B092,C168,3,2024-03-08
S01060,B045,C187,5,2024-04-01
S01061,B095,C004,3,2024-04-14
S01062,B009,C103,5,2024-02-24
S01063,B050,C191,2,2025-07-25
S01064,B018,C121,1,2024-07-17
S01065,B096,C142,3,2025-08-05
S01066,B059,C132,4,2024-11-22
S01067,B060,C059,3,2024-03-05
S01068,B056,C162,3,2025-04-04
S01069,B028,C060,2,2025-11-26
S01070,B067,C192,4,2025-05-21
S01071,B061,C106,5,2025-10-15
S01072,B008,C115,4,2024-09-18
S01073,B044,C104,1,2024-12-16
S01074,B016,C047,1,2024-10-26
S01075,B097,C099,5,2024-12-20
S01076,B048,C144,4,2025-09-06
S01077,B020,C084,5,2025-06-15
S01078,B055,C128,5,2025-05-27
S01079,B084,C110,4,2024-12-13
S01080,B100,C082,3,2025-02-07
S01081,B051,C134,1,2025-11-13
S01082,B073,C089,3,2024-10-18
S01083,B031,C074,5,2025-01-06
S01084,B007,C054,1,2024-02-23
S01085,B012,C128,3,2024-06-08
S01086,B094,C097,2,2025-06-11
S01087,B036,C122,5,2025-03-09
S01088,B092,C166,2,2024-03-26
S01089,B021,C135,5,2024-07-28
S01090,B064,C113,5,2025-09-10
S01091,B006,C197,3,2024-08-18
S01092,B083,C040,1,2024-03-03
S01093,B030,C170,3,2024-11-13
S01094,B050,C063,2,2024-12-20
S01095,B051,C183,3,2025-08-25
S01096,B010,C157,2,2024-03-04
S01097,B070,C004,5,2024-10-19
S01098,B088,C123,3,2025-11-10
S01099,B023,C149,5,2025-02-16
S01100,B065,C039,3,2025-10-26
S01101,B041,C061,4,2025-05-27
S01102,B041,C146,5,2024-03-02
S01103,B026,C043,2,2025-09-08
S01104,B004,C097,5,2024-02-03
S01105,B061,C073,5,2024-07-07
S01106,B046,C187,2,2025-11-12
S01107,B039,C181,2,2025-01-19
S01108,B057,C133,1,2024-09-02
S01109,B055,C114,3,2024-10-27
S01110,B060,C050,5,2025-10-07
S01111,B090,C155,1,2024-04-15
S01112,B084,C086,4,2024-04-27
S01113,B038,C005,5,2024-01-17
S01114,B026,C114,2,2025-03-03
S01115,B043,C123,5,2025-04-05
S01116,B092,C155,2,2024-09-14
S01117,B015,C051,2,2025-04-11
S01118,B038,C115,1,2025-03-17
S01119,B018,C045,2,2025-04-23
S01120,B091,C092,4,2025-12-26
S01121,B053,C028,4,2025-09-09
S01122,B070,C022,1,2024-07-25
S01123,B039,C001,2,2024-12-14
S01124,B004,C043,1,2024-09-24
S01125,B044,C077,2,2024-10-31
S01126,B012,C160,3,2025-04-08
S01127,B074,C145,3,2024-03-05
S01128,B048,C200,1,2024-04-10
S01129,B073,C115,3,2025-11-29
S01130,B042,C181,4,2024-07-28
S01131,B030,C191,2,2024-06-07
S01132,B070,C173,4,2025-02-22
S01133,B027,C076,3,2025-05-10
S01134,B073,C032,5,2024-06-10
S01135,B005,C116,1,2024-10-11
S01136,B075,C180,2,2024-11-15
S01137,B019,C021,4,2025-12-11
S01138,B009,C139,3,2024-09-11
S01139,B037,C198,1,2024-06-06
S01140,B070,C108,1,2025-04-19
S01141,B028,C118,3,2024-04-13
S01142,B081,C196,2,2025-03-15
S01143,B008,C074,4,2024-12-28
S01144,B063,C083,1,2024-03-05
S01145,B050,C009,4,2024-04-19
S01146,B006,C024,5,2025-06-24
S01147,B088,C108,1,2025-02-05
S01148,B005,C037,2,2025-11-24
S01149,B016,C011,1,2024-12-04
S01150,B081,C018,4,2025-06-26
S01151,B077,C083,5,2024-05-27
S01152,B053,C199,2,2024-06-05
S01153,B049,C003,5,2024-01-25
S01154,B043,C142,3,2024-01-16
S01155,B036,C083,1,2025-07-18
S01156,B021,C169,1,2024-05-28
S01157,B030,C079,3,2025-01-14
S01158,B040,C013,2,2025-04-09
S01159,B051,C137,2,2024-01-15
S01160,B034,C116,1,2024-07-01
S01161,B013,C037,5,2024-06-29
S01162,B006,C085,2,2025-07-06
S01163,B078,C002,5,2024-05-14
S01164,B063,C057,4,2024-08-15
S01165,B042,C029,1,2024-04-22
S01166,B049,C106,3,2024-04-03
S01167,B057,C030,5,2024-10-14
S01168,B059,C071,2,2025-09-25
S01169,B082,C199,1,2025-10-02
S01170,B010,C192,2,2024-07-02
S01171,B016,C128,4,2025-10-06
S01172,B087,C024,3,2024-09-13
S01173,B073,C048,3,2024-03-12
S01174,B051,C198,3,2025-03-30
S01175,B044,C126,5,2025-10-07
S01176,B005,C063,1,2025-07-30
S01177,B091,C038,3,2024-05-24
S01178,B059,C036,3,2024-08-09
S01179,B001,C027,1,2024-08-14
S01180,B050,C019,3,2025-07-21
S01181,B031,C199,3,2025-10-07
S01182,B043,C177,3,2025-11-09
S01183,B087,C130,5,2024-07-05
S01184,B074,C077,5,2024-09-22
S01185,B089,C200,5,2025-09-10
S01186,B030,C129,5,2024-09-23
S01187,B023,C002,3,2025-10-21
S01188,B045,C195,1,2024-05-05
S01189,B011,C133,4,2024-08-01
S01190,B094,C136,1,2025-08-20
S01191,B060,C080,3,2024-01-23
S01192,B006,C046,4,2024-03-01
S01193,B015,C176,1,2025-12-03
S01194,B031,C098,1,2025-07-29
S01195,B011,C127,1,2025-08-21
S01196,B093,C023,2,2024-11-15
S01197,B076,C080,1,2024-10-19
S01198,B035,C053,5,2025-12-13
S01199,B046,C061,1,2024-05-25
S01200,B033,C174,5,2025-09-29
S01201,B084,C158,1,2024-11-28
S01202,B072,C012,4,2024-06-04
S01203,B099,C073,5,2024-05-03
S01204,B092,C058,4,2024-08-28
S01205,B016,C031,3,2025-01-22
S01206,B002,C048,4,2025-09-10
S01207,B032,C085,3,2025-03-31
S01208,B082,C046,3,2025-08-04
S01209,B015,C097,4,2025-12-07
S01210,B004,C029,4,2025-09-27
S01211,B071,C091,1,2024-12-22
S01212,B095,C131,2,2024-11-16
S01213,B030,C150,2,2025-09-27
S01214,B051,C072,3,2025-01-17
S01215,B077,C113,5,2025-08-23
S01216,B040,C119,5,2025-09-01
S01217,B085,C024,2,2024-11-19
S01218,B086,C101,5,2024-11-26
S01219,B076,C127,4,2025-04-09
S01220,B077,C010,3,2025-04-13
S01221,B061,C126,1,2024-01-07
S01222,B099,C037,5,2025-01-19
S01223,B047,C033,3,2024-09-26
S01224,B091,C162,2,2025-01-08
S01225,B040,C080,4,2025-04-14
S01226,B082,C060,2,2024-03-18
S01227,B017,C064,2,2025-02-07
S01228,B042,C087,5,2024-12-05
S01229,B009,C130,5,2025-09-29
S01230,B055,C060,5,2024-01-20
S01231,B081,C011,4,2025-11-14
S01232,B010,C100,5,2024-09-11
S01233,B067,C181,1,2025-06-13
S01234,B020,C010,3,2024-10-09
S01235,B057,C081,5,2024-03-30
S01236,B043,C083,3,2024-04-04
S01237,B034,C092,5,2025-12-17
S01238,B041,C052,3,2025-08-28
S01239,B004,C049,3,2024-05-19
S01240,B002,C162,2,2024-11-20
S01241,B004,C064,1,2024-08-14
S01242,B009,C066,5,2024-07-31
S01243,B030,C195,2,2024-06-09
S01244,B095,C140,4,2025-03-08
S01245,B016,C130,1,2025-09-15
S01246,B025,C158,2,2025-10-28
S01247,B012,C006,5,2025-07-20
S01248,B022,C174,4,2024-05-27
S01249,B073,C051,2,2024-08-24
S01250,B015,C194,1,2025-10-12
S01251,B018,C075,4,2025-04-14
S01252,B039,C166,1,2025-05-05
S01253,B029,C048,2,2025-11-09
S01254,B100,C012,2,2025-01-22
S01255,B004,C027,3,2025-10-07
S01256,B026,C137,2,2025-03-01
S01257,B097,C183,2,2025-11-03
S01258,B068,C166,4,2024-02-01
S01259,B077,C152,1,2025-09-15
S01260,B084,C041,1,2025-03-22
S01261,B015,C064,2,2024-04-17
S01262,B056,C185,5,2024-12-12
S01263,B076,C047,1,2025-10-18
S01264,B069,C081,5,2025-04-28
S01265,B088,C107,4,2024-12-17
S01266,B054,C132,3,2024-07-04
S01267,B012,C059,2,2025-10-05
S01268,B070,C128,1,2024-08-15
S01269,B039,C131,1,2024-12-14
S01270,B010,C095,5,2024-12-18
S01271,B096,C115,4,2024-07-10
S01272,B006,C077,1,2024-05-24
S01273,B080,C073,4,2024-09-11
S01274,B089,C137,3,2024-08-24
S01275,B061,C070,3,2024-08-04
S01276,B046,C018,5,2025-04-12
S01277,B040,C081,2,2024-12-22
S01278,B016,C151,4,2025-11-04
S01279,B018,C029,3,2025-04-04
S01280,B047,C172,3,2025-09-10
S01281,B042,C197,5,2025-02-26
S01282,B067,C029,3,2024-02-20
S01283,B076,C119,5,2025-08-12
S01284,B077,C164,4,2025-01-23
S01285,B030,C019,2,2024-02-24
S01286,B035,C081,2,2025-03-26
S01287,B046,C089,2,2024-03-06
S01288,B060,C099,5,2024-09-19
S01289,B078,C136,3,2024-10-15
S01290,B060,C081,1,2025-10-10
S01291,B022,C067,3,2025-07-28
S01292,B098,C187,1,2024-04-01
S01293,B006,C136,2,2025-10-31
S01294,B017,C116,3,2025-03-21
S01295,B089,C091,4,2024-03-09
S01296,B073,C069,3,2025-04-06
S01297,B008,C107,3,2025-08-05
S01298,B024,C072,2,2024-07-25
S01299,B041,C088,4,2025-07-27
S01300,B056,C044,4,2025-12-19
S01301,B013,C044,5,2024-11-03
S01302,B081,C135,3,2025-08-29
S01303,B061,C049,5,2025-04-11
S01304,B033,C040,2,2024-11-27
S01305,B090,C153,1,2025-04-25
S01306,B052,C070,5,2025-02-27
S01307,B034,C082,1,2024-03-19
S01308,B074,C034,1,2024-03-18
S01309,B047,C162,3,2024-08-30
S01310,B022,C081,5,2025-09-29
S01311,B085,C073,4,2025-04-14
S01312,B044,C026,1,2025-04-22
S01313,B058,C004,2,2025-09-23
S01314,B001,C093,1,2024-11-19
S01315,B022,C060,5,2025-02-06
S01316,B053,C112,1,2025-01-21
S01317,B087,C021,3,2024-02-22
S01318,B075,C198,3,2024-12-31
S01319,B048,C167,1,2025-07-05
S01320,B035,C044,2,2025-11-30
S01321,B054,C033,3,2024-05-16
S01322,B027,C019,1,2025-11-28
S01323,B035,C134,1,2025-04-24
S01324,B027,C156,2,2024-07-25
S01325,B085,C098,4,2024-08-09
S01326,B036,C182,5,2024-08-29
S01327,B047,C012,3,2024-05-15
S01328,B082,C177,1,2024-02-23
S01329,B042,C130,1,2024-06-26
S01330,B017,C132,1,2025-04-14
S01331,B064,C169,2,2025-03-01
S01332,B046,C014,3,2024-12-24
S01333,B036,C029,4,2025-07-27
S01334,B068,C126,3,2025-09-24
S01335,B047,C117,1,2025-08-10
S01336,B006,C025,4,2025-10-23
S01337,B042,C059,5,2024-08-08
S01338,B033,C102,4,2025-06-12
S01339,B004,C196,2,2024-08-08
S01340,B015,C079,3,2025-08-20
S01341,B085,C113,5,2025-03-14
S01342,B083,C094,1,2025-04-17
S01343,B008,C046,5,2024-07-15
S01344,B092,C124,1,2025-03-09
S01345,B018,C183,5,2024-12-14
S01346,B081,C012,1,2024-01-13
S01347,B013,C006,3,2024-11-26
S01348,B063,C082,5,2024-12-03
S01349,B080,C170,4,2024-06-02
S01350,B019,C121,5,2025-01-27
S01351,B087,C045,3,2024-01-06
S01352,B057,C164,4,2025-05-21
S01353,B003,C118,1,2025-05-08
S01354,B031,C005,3,2024-04-30
S01355,B040,C158,2,2025-12-23
S01356,B078,C047,1,2025-06-10
S01357,B083,C197,4,2025-02-13
S01358,B058,C040,4,2024-02-17
S01359,B009,C183,3,2024-07-23
S01360,B045,C200,3,2024-04-13
S01361,B038,C188,3,2025-05-08
S01362,B003,C101,3,2025-08-03
S01363,B003,C128,3,2024-08-15
S01364,B070,C176,2,2025-08-11
S01365,B053,C082,4,2025-09-13
S01366,B049,C067,5,2025-09-04
S01367,B091,C072,4,2024-01-12
S01368,B009,C118,2,2025-06-21
S01369,B078,C004,3,2025-12-16
S01370,B071,C153,5,2025-02-26
S01371,B097,C107,1,2025-11-11
S01372,B072,C105,2,2024-07-15
S01373,B016,C157,3,2025-10-25
S01374,B080,C117,5,2024-02-01
S01375,B017,C171,5,2024-06-28
S01376,B079,C139,5,2024-08-08
S01377,B063,C094,5,2024-12-22
S01378,B077,C098,2,2024-06-14
S01379,B093,C068,2,2025-07-29
S01380,B091,C200,2,2024-10-10
S01381,B098,C027,1,2025-02-18
S01382,B018,C038,1,2024-05-06
S01383,B096,C123,2,2025-08-02
S01384,B037,C079,1,2024-10-15
S01385,B006,C066,5,2025-06-29
S01386,B084,C174,5,2025-12-20
S01387,B060,C197,1,2024-08-31
S01388,B081,C182,5,2024-10-11
S01389,B095,C182,5,2024-11-04
S01390,B079,C141,1,2025-04-19
S01391,B059,C094,1,2025-11-17
S01392,B019,C067,2,2025-04-19
S01393,B012,C153,1,2024-05-13
S01394,B075,C121,4,2025-05-07
S01395,B093,C024,4,2024-07-14
S01396,B099,C045,4,2025-11-20
S01397,B039,C165,5,2024-11-06
S01398,B068,C081,5,2025-03-04
S01399,B032,C111,3,2025-06-14
S01400,B018,C195,4,2024-02-22
S01401,B024,C139,5,2025-08-10
S01402,B057,C123,5,2024-08-28
S01403,B061,C070,2,2025-03-17
S01404,B057,C047,3,2025-04-02
S01405,B018,C180,2,2024-03-12
S01406,B099,C053,5,2025-01-31
S01407,B037,C059,4,2024-01-03
S01408,B006,C143,3,2025-10-05
S01409,B075,C036,4,2025-10-03
S01410,B073,C093,2,2025-09-21
S01411,B040,C058,4,2024-05-09
S01412,B040,C120,3,2025-09-10
S01413,B095,C136,3,2024-04-18
S01414,B010,C106,1,2024-09-14
S01415,B008,C057,5,2025-05-06
S01416,B080,C113,2,2024-05-19
S01417,B049,C116,3,2025-08-11
S01418,B098,C012,2,2024-12-26
S01419,B068,C045,5,2024-12-16
S01420,B010,C137,4,2024-05-31
S01421,B056,C055,5,2025-09-03
S01422,B059,C183,5,2024-04-06
S01423,B016,C158,1,2024-11-16
S01424,B083,C028,4,2025-03-27
S01425,B067,C090,1,2024-06-28
S01426,B038,C115,3,2025-12-20
S01427,B055,C198,3,2025-05-02
S01428,B012,C133,1,2025-09-11
S01429,B012,C143,1,2025-01-26
S01430,B019,C134,5,2025-01-05
S01431,B009,C113,2,2024-01-22
S01432,B064,C180,3,2025-07-18
S01433,B089,C188,5,2024-01-17
S01434,B006,C163,3,2024-09-08
S01435,B051,C118,5,2024-11-30
S01436,B031,C144,4,2024-12-12
S01437,B023,C126,3,2024-10-31
S01438,B089,C042,4,2025-07-12
S01439,B058,C164,1,2024-01-09
S01440,B038,C194,2,2024-09-23
S01441,B072,C119,2,2024-10-08
S01442,B035,C054,3,2024-06-06
S01443,B023,C117,4,2024-07-07
S01444,B035,C018,4,2025-05-10
S01445,B043,C120,1,2024-09-10
S01446,B068,C039,1,2024-05-09
S01447,B076,C083,3,2024-08-19
S01448,B095,C124,5,2025-09-06
S01449,B078,C151,4,2025-03-27
S01450,B100,C021,2,2025-02-03
S01451,B001,C059,4,2025-07-29
S01452,B050,C175,2,2024-02-07
S01453,B073,C065,3,2025-05-21
S01454,B030,C067,3,2025-05-28
S01455,B008,C044,4,2024-05-31
S01456,B043,C126,5,2024-08-23
S01457,B100,C195,3,2025-04-06
S01458,B098,C062,5,2024-07-27
S01459,B010,C058,3,2024-11-28
S01460,B099,C041,2,2024-11-09
S01461,B038,C090,5,2024-04-10
S01462,B055,C146,2,2024-06-08
S01463,B028,C030,5,2025-06-06
S01464,B011,C128,2,2024-04-16
S01465,B056,C187,3,2025-11-28
S01466,B017,C072,2,2024-04-19
S01467,B007,C031,3,2024-12-12
S01468,B088,C158,5,2025-06-02
